商品名稱或組群	類別	組群代碼	修正事項	公告期數
非金屬製紀念碑、非金屬製墓碑	19	1910	新增備註：備註：「非金屬製紀念碑、非金屬製墓碑」組群所有商品需檢索0614「金屬製墓碑、金屬製棺材」組群、2028「非金屬製棺材」組群所有商品	33卷21期
非金屬製鑄模	19	1911	新增備註：備註一、「非金屬製鑄模」組群所有商品需檢索0619「金屬製鑄模」組群所有商品。備註二、「非金屬製模具」商品需檢索0729「不屬別類之機械零件（此標題涵義廣泛，不可列為商品名稱）」組群中之「模具（機械零件）」商品	33卷21期
美耐板	19	190101	刪除	32卷15期
矽澡土	19	1904	刪除	32卷15期
木製床架	20	2001	新增	42卷01期
珠寶收納展示架	20	2001	新增	42卷01期
枕頭、坐墊、靠墊、露營用睡袋	20	2003	修正備註：「枕頭、坐墊、靠墊、露營用睡袋」組群所有商品需檢索2402「被褥、被單、床單、枕頭、蚊帳、毛毯」組群所有商品	42卷01期
睡墊	20	2003	新增	42卷01期
非玻璃製及非金屬製及非橡膠製瓶塞	20	2009	刪除	42卷01期
非玻璃、金屬或橡膠製瓶塞	20	2009	新增	42卷01期
非玻璃、金屬或橡膠製瓶塞	20	2012	新增	42卷01期
藤條	20	2020	新增	42卷01期
非金屬製浴缸扶手	20	202601	新增	42卷01期
非金屬製纜繩夾	20	202603	刪除	42卷01期
纜繩用非金屬夾	20	202603	新增	42卷01期
管用非金屬夾	20	202603	新增	42卷01期
固定管路用非金屬軸環	20	202603	新增	42卷01期
獨立式分區隔板（家具）	20	2001	新增	41卷13期
瓶用非金屬製螺旋蓋	20	2009	新增	41卷13期
軟木帶	20	2009	刪除	41卷13期
瓶用非金屬製螺旋蓋	20	2012	新增	41卷13期
非金屬貨櫃	20	2012	新增	41卷13期
非電氣式非金屬門鈴	20	202601	新增	41卷13期
人造蜂窩	20	2030	刪除	41卷13期
蜂巢箱用集蠟板	20	2030	刪除	41卷13期
床底座	20	2001	新增	41卷01期
火爐欄	20	2001	刪除	41卷01期
家庭用火爐欄	20	2001	刪除	41卷01期
壁爐遮蔽屏	20	2001	新增	41卷01期
充氣家具	20	2001	新增	41卷01期
鋸台（家具）	20	2001	新增	41卷01期
非金屬梯子、非金屬折合梯	20	2024	修正備註：「非金屬梯子、非金屬折合梯」組群所有商品需檢索0602「金屬製建築構件、金屬製建築材料」組群中之「金屬製梯子」、「金屬製梯凳」、「金屬製折合梯」、「乘客用可移動式金屬製舷側梯子」商品	41卷01期
非金屬製梯凳	20	2024	新增	41卷01期
塑膠製未編號鑰匙卡	20	2027	刪除	41卷01期
非磁性未編碼塑膠製鑰匙卡	20	2027	新增	41卷01期
醫院用非金屬製識別手環	20	2036	組群名稱修正為「非金屬製識別手環」。修正備註：「非金屬製識別手環」組群所有商品需檢索0631「金屬製識別手環」組群所有商品。	41卷01期
醫院用非金屬製識別手環	20	2036	刪除	41卷01期
